Year,Month,Month_Num,Quarter,State,Vehicle_Type,Sales
2015,May,5,Q2,Tamil Nadu,Others,0
2015,May,5,Q2,Rajasthan,2-Wheelers,19
2015,May,5,Q2,Rajasthan,3-Wheelers,21
2015,May,5,Q2,Rajasthan,4-Wheelers,1
2015,May,5,Q2,Rajasthan,Bus,0
2015,May,5,Q2,Rajasthan,Others,0
2015,May,5,Q2,Gujarat,2-Wheelers,19
2015,May,5,Q2,Gujarat,3-Wheelers,21
2015,May,5,Q2,Gujarat,4-Wheelers,1
2015,May,5,Q2,Gujarat,Bus,0
2015,May,5,Q2,Gujarat,Others,0
2015,May,5,Q2,Delhi,2-Wheelers,17
2015,May,5,Q2,Delhi,3-Wheelers,19
2015,May,5,Q2,Delhi,4-Wheelers,1
2015,May,5,Q2,Delhi,Bus,0
2015,May,5,Q2,Delhi,Others,0
2015,May,5,Q2,Bihar,2-Wheelers,13
2015,May,5,Q2,Bihar,3-Wheelers,14
2015,May,5,Q2,Bihar,4-Wheelers,1
2015,May,5,Q2,Bihar,Bus,0
2015,May,5,Q2,Bihar,Others,0
2015,May,5,Q2,Assam,2-Wheelers,11
2015,May,5,Q2,Assam,3-Wheelers,12
2015,May,5,Q2,Assam,4-Wheelers,0
2015,May,5,Q2,Assam,Bus,0
2015,May,5,Q2,Assam,Others,0
2015,May,5,Q2,Kerala,2-Wheelers,10
2015,May,5,Q2,Kerala,3-Wheelers,11
2015,May,5,Q2,Kerala,4-Wheelers,0
2015,May,5,Q2,Kerala,Bus,0
2015,May,5,Q2,Kerala,Others,0
2015,May,5,Q2,West Bengal,2-Wheelers,8
2015,May,5,Q2,West Bengal,3-Wheelers,7
2015,May,5,Q2,West Bengal,4-Wheelers,0
2015,May,5,Q2,West Bengal,Bus,0
2015,May,5,Q2,West Bengal,Others,0
2015,May,5,Q2,Madhya Pradesh,2-Wheelers,5
2015,May,5,Q2,Madhya Pradesh,3-Wheelers,6
2015,May,5,Q2,Madhya Pradesh,4-Wheelers,0
2015,May,5,Q2,Madhya Pradesh,Bus,0
2015,May,5,Q2,Madhya Pradesh,Others,0
2015,May,5,Q2,Punjab,2-Wheelers,2
2015,May,5,Q2,Punjab,3-Wheelers,3
2015,May,5,Q2,Punjab,4-Wheelers,0
2015,May,5,Q2,Punjab,Bus,0
2015,May,5,Q2,Punjab,Others,0
2015,June,6,Q2,Andhra Pradesh,2-Wheelers,11
2015,June,6,Q2,Andhra Pradesh,3-Wheelers,12
2015,June,6,Q2,Andhra Pradesh,4-Wheelers,0
2015,June,6,Q2,Andhra Pradesh,Bus,0
2015,June,6,Q2,Andhra Pradesh,Others,0
2015,June,6,Q2,Telangana,2-Wheelers,8
2015,June,6,Q2,Telangana,3-Wheelers,10
2015,June,6,Q2,Telangana,4-Wheelers,0
2015,June,6,Q2,Telangana,Bus,0
2015,June,6,Q2,Telangana,Others,0
2015,June,6,Q2,Uttar Pradesh,2-Wheelers,35
2015,June,6,Q2,Uttar Pradesh,3-Wheelers,46
2015,June,6,Q2,Uttar Pradesh,4-Wheelers,3
2015,June,6,Q2,Uttar Pradesh,Bus,0
2015,June,6,Q2,Uttar Pradesh,Others,0
2015,June,6,Q2,Maharashtra,2-Wheelers,29
2015,June,6,Q2,Maharashtra,3-Wheelers,36
2015,June,6,Q2,Maharashtra,4-Wheelers,3
2015,June,6,Q2,Maharashtra,Bus,0
2015,June,6,Q2,Maharashtra,Others,0
2015,June,6,Q2,Karnataka,2-Wheelers,25
2015,June,6,Q2,Karnataka,3-Wheelers,32
2015,June,6,Q2,Karnataka,4-Wheelers,2
2015,June,6,Q2,Karnataka,Bus,0
2015,June,6,Q2,Karnataka,Others,0
2015,June,6,Q2,Tamil Nadu,2-Wheelers,20
2015,June,6,Q2,Tamil Nadu,3-Wheelers,23
2015,June,6,Q2,Tamil Nadu,4-Wheelers,2
2015,June,6,Q2,Tamil Nadu,Bus,0
2015,June,6,Q2,Tamil Nadu,Others,0
2015,June,6,Q2,Rajasthan,2-Wheelers,19
2015,June,6,Q2,Rajasthan,3-Wheelers,19
2015,June,6,Q2,Rajasthan,4-Wheelers,1
2015,June,6,Q2,Rajasthan,Bus,0
2015,June,6,Q2,Rajasthan,Others,0
2015,June,6,Q2,Gujarat,2-Wheelers,16
2015,June,6,Q2,Gujarat,3-Wheelers,19
2015,June,6,Q2,Gujarat,4-Wheelers,1
2015,June,6,Q2,Gujarat,Bus,0
2015,June,6,Q2,Gujarat,Others,0
2015,June,6,Q2,Delhi,2-Wheelers,16
2015,June,6,Q2,Delhi,3-Wheelers,16
2015,June,6,Q2,Delhi,4-Wheelers,1
2015,June,6,Q2,Delhi,Bus,0
2015,June,6,Q2,Delhi,Others,0
2015,June,6,Q2,Bihar,2-Wheelers,11
2015,June,6,Q2,Bihar,3-Wheelers,12
2015,June,6,Q2,Bihar,4-Wheelers,0
2015,June,6,Q2,Bihar,Bus,0
2015,June,6,Q2,Bihar,Others,0
2015,June,6,Q2,Assam,2-Wheelers,8
2015,June,6,Q2,Assam,3-Wheelers,9
2015,June,6,Q2,Assam,4-Wheelers,0
2015,June,6,Q2,Assam,Bus,0
2015,June,6,Q2,Assam,Others,0
2015,June,6,Q2,Kerala,2-Wheelers,8
2015,June,6,Q2,Kerala,3-Wheelers,10
2015,June,6,Q2,Kerala,4-Wheelers,0
2015,June,6,Q2,Kerala,Bus,0
2015,June,6,Q2,Kerala,Others,0
2015,June,6,Q2,West Bengal,2-Wheelers,6
2015,June,6,Q2,West Bengal,3-Wheelers,7
2015,June,6,Q2,West Bengal,4-Wheelers,0
2015,June,6,Q2,West Bengal,Bus,0
2015,June,6,Q2,West Bengal,Others,0
2015,June,6,Q2,Madhya Pradesh,2-Wheelers,4
2015,June,6,Q2,Madhya Pradesh,3-Wheelers,5
2015,June,6,Q2,Madhya Pradesh,4-Wheelers,0
2015,June,6,Q2,Madhya Pradesh,Bus,0
2015,June,6,Q2,Madhya Pradesh,Others,0
2015,June,6,Q2,Punjab,2-Wheelers,2
2015,June,6,Q2,Punjab,3-Wheelers,2
2015,June,6,Q2,Punjab,4-Wheelers,0
2015,June,6,Q2,Punjab,Bus,0
2015,June,6,Q2,Punjab,Others,0
2015,July,7,Q3,Andhra Pradesh,2-Wheelers,13
2015,July,7,Q3,Andhra Pradesh,3-Wheelers,15
2015,July,7,Q3,Andhra Pradesh,4-Wheelers,1
2015,July,7,Q3,Andhra Pradesh,Bus,0
2015,July,7,Q3,Andhra Pradesh,Others,0
2015,July,7,Q3,Telangana,2-Wheelers,9
2015,July,7,Q3,Telangana,3-Wheelers,12
2015,July,7,Q3,Telangana,4-Wheelers,0
2015,July,7,Q3,Telangana,Bus,0
2015,July,7,Q3,Telangana,Others,0
2015,July,7,Q3,Uttar Pradesh,2-Wheelers,44
2015,July,7,Q3,Uttar Pradesh,3-Wheelers,53
2015,July,7,Q3,Uttar Pradesh,4-Wheelers,3
2015,July,7,Q3,Uttar Pradesh,Bus,0
2015,July,7,Q3,Uttar Pradesh,Others,0
2015,July,7,Q3,Maharashtra,2-Wheelers,39
2015,July,7,Q3,Maharashtra,3-Wheelers,43
2015,July,7,Q3,Maharashtra,4-Wheelers,3
2015,July,7,Q3,Maharashtra,Bus,0
2015,July,7,Q3,Maharashtra,Others,0
2015,July,7,Q3,Karnataka,2-Wheelers,31
2015,July,7,Q3,Karnataka,3-Wheelers,32
2015,July,7,Q3,Karnataka,4-Wheelers,2
2015,July,7,Q3,Karnataka,Bus,0
2015,July,7,Q3,Karnataka,Others,0
2015,July,7,Q3,Tamil Nadu,2-Wheelers,24
2015,July,7,Q3,Tamil Nadu,3-Wheelers,30
2015,July,7,Q3,Tamil Nadu,4-Wheelers,2
2015,July,7,Q3,Tamil Nadu,Bus,0
2015,July,7,Q3,Tamil Nadu,Others,0
2015,July,7,Q3,Rajasthan,2-Wheelers,19
2015,July,7,Q3,Rajasthan,3-Wheelers,23
2015,July,7,Q3,Rajasthan,4-Wheelers,2
2015,July,7,Q3,Rajasthan,Bus,0
2015,July,7,Q3,Rajasthan,Others,0
2015,July,7,Q3,Gujarat,2-Wheelers,20
2015,July,7,Q3,Gujarat,3-Wheelers,25
2015,July,7,Q3,Gujarat,4-Wheelers,1
2015,July,7,Q3,Gujarat,Bus,0
2015,July,7,Q3,Gujarat,Others,0
2015,July,7,Q3,Delhi,2-Wheelers,16
2015,July,7,Q3,Delhi,3-Wheelers,19
2015,July,7,Q3,Delhi,4-Wheelers,1
2015,July,7,Q3,Delhi,Bus,0
2015,July,7,Q3,Delhi,Others,0
2015,July,7,Q3,Bihar,2-Wheelers,14
2015,July,7,Q3,Bihar,3-Wheelers,13
2015,July,7,Q3,Bihar,4-Wheelers,1
2015,July,7,Q3,Bihar,Bus,0
2015,July,7,Q3,Bihar,Others,0
2015,July,7,Q3,Assam,2-Wheelers,11
2015,July,7,Q3,Assam,3-Wheelers,11
2015,July,7,Q3,Assam,4-Wheelers,0
2015,July,7,Q3,Assam,Bus,0
2015,July,7,Q3,Assam,Others,0
2015,July,7,Q3,Kerala,2-Wheelers,10
2015,July,7,Q3,Kerala,3-Wheelers,10
2015,July,7,Q3,Kerala,4-Wheelers,0
2015,July,7,Q3,Kerala,Bus,0
2015,July,7,Q3,Kerala,Others,0
2015,July,7,Q3,West Bengal,2-Wheelers,7
2015,July,7,Q3,West Bengal,3-Wheelers,9
2015,July,7,Q3,West Bengal,4-Wheelers,0
2015,July,7,Q3,West Bengal,Bus,0
2015,July,7,Q3,West Bengal,Others,0
2015,July,7,Q3,Madhya Pradesh,2-Wheelers,5
2015,July,7,Q3,Madhya Pradesh,3-Wheelers,5
2015,July,7,Q3,Madhya Pradesh,4-Wheelers,0
2015,July,7,Q3,Madhya Pradesh,Bus,0
2015,July,7,Q3,Madhya Pradesh,Others,0
2015,July,7,Q3,Punjab,2-Wheelers,2
2015,July,7,Q3,Punjab,3-Wheelers,3
2015,July,7,Q3,Punjab,4-Wheelers,0
2015,July,7,Q3,Punjab,Bus,0
2015,July,7,Q3,Punjab,Others,0
2015,August,8,Q3,Andhra Pradesh,2-Wheelers,15
2015,August,8,Q3,Andhra Pradesh,3-Wheelers,15
2015,August,8,Q3,Andhra Pradesh,4-Wheelers,1
2015,August,8,Q3,Andhra Pradesh,Bus,0
2015,August,8,Q3,Andhra Pradesh,Others,0
2015,August,8,Q3,Telangana,2-Wheelers,11
2015,August,8,Q3,Telangana,3-Wheelers,13
2015,August,8,Q3,Telangana,4-Wheelers,0
2015,August,8,Q3,Telangana,Bus,0
2015,August,8,Q3,Telangana,Others,0
2015,August,8,Q3,Uttar Pradesh,2-Wheelers,52
2015,August,8,Q3,Uttar Pradesh,3-Wheelers,55
2015,August,8,Q3,Uttar Pradesh,4-Wheelers,4
2015,August,8,Q3,Uttar Pradesh,Bus,0
2015,August,8,Q3,Uttar Pradesh,Others,0
2015,August,8,Q3,Maharashtra,2-Wheelers,38
2015,August,8,Q3,Maharashtra,3-Wheelers,40
2015,August,8,Q3,Maharashtra,4-Wheelers,3
2015,August,8,Q3,Maharashtra,Bus,0
2015,August,8,Q3,Maharashtra,Others,0
2015,August,8,Q3,Karnataka,2-Wheelers,34
2015,August,8,Q3,Karnataka,3-Wheelers,37
2015,August,8,Q3,Karnataka,4-Wheelers,3
2015,August,8,Q3,Karnataka,Bus,0
2015,August,8,Q3,Karnataka,Others,0
2015,August,8,Q3,Tamil Nadu,2-Wheelers,30
2015,August,8,Q3,Tamil Nadu,3-Wheelers,31
2015,August,8,Q3,Tamil Nadu,4-Wheelers,2
2015,August,8,Q3,Tamil Nadu,Bus,0
2015,August,8,Q3,Tamil Nadu,Others,0
2015,August,8,Q3,Rajasthan,2-Wheelers,25
2015,August,8,Q3,Rajasthan,3-Wheelers,24
2015,August,8,Q3,Rajasthan,4-Wheelers,2
2015,August,8,Q3,Rajasthan,Bus,0
2015,August,8,Q3,Rajasthan,Others,0
2015,August,8,Q3,Gujarat,2-Wheelers,22
2015,August,8,Q3,Gujarat,3-Wheelers,23
2015,August,8,Q3,Gujarat,4-Wheelers,2
2015,August,8,Q3,Gujarat,Bus,0
2015,August,8,Q3,Gujarat,Others,0
2015,August,8,Q3,Delhi,2-Wheelers,20
2015,August,8,Q3,Delhi,3-Wheelers,21
2015,August,8,Q3,Delhi,4-Wheelers,1
2015,August,8,Q3,Delhi,Bus,0
2015,August,8,Q3,Delhi,Others,0
2015,August,8,Q3,Bihar,2-Wheelers,15
2015,August,8,Q3,Bihar,3-Wheelers,15
2015,August,8,Q3,Bihar,4-Wheelers,1
2015,August,8,Q3,Bihar,Bus,0
2015,August,8,Q3,Bihar,Others,0
2015,August,8,Q3,Assam,2-Wheelers,11
2015,August,8,Q3,Assam,3-Wheelers,12
2015,August,8,Q3,Assam,4-Wheelers,0
2015,August,8,Q3,Assam,Bus,0
2015,August,8,Q3,Assam,Others,0
2015,August,8,Q3,Kerala,2-Wheelers,12
2015,August,8,Q3,Kerala,3-Wheelers,12
2015,August,8,Q3,Kerala,4-Wheelers,0
2015,August,8,Q3,Kerala,Bus,0
2015,August,8,Q3,Kerala,Others,0
2015,August,8,Q3,West Bengal,2-Wheelers,9
2015,August,8,Q3,West Bengal,3-Wheelers,9
2015,August,8,Q3,West Bengal,4-Wheelers,0
2015,August,8,Q3,West Bengal,Bus,0
2015,August,8,Q3,West Bengal,Others,0
2015,August,8,Q3,Madhya Pradesh,2-Wheelers,5
2015,August,8,Q3,Madhya Pradesh,3-Wheelers,6
2015,August,8,Q3,Madhya Pradesh,4-Wheelers,0
2015,August,8,Q3,Madhya Pradesh,Bus,0
2015,August,8,Q3,Madhya Pradesh,Others,0
2015,August,8,Q3,Punjab,2-Wheelers,2
2015,August,8,Q3,Punjab,3-Wheelers,3
2015,August,8,Q3,Punjab,4-Wheelers,0
2015,August,8,Q3,Punjab,Bus,0
2015,August,8,Q3,Punjab,Others,0
2015,September,9,Q3,Andhra Pradesh,2-Wheelers,15
2015,September,9,Q3,Andhra Pradesh,3-Wheelers,17
2015,September,9,Q3,Andhra Pradesh,4-Wheelers,1
2015,September,9,Q3,Andhra Pradesh,Bus,0
2015,September,9,Q3,Andhra Pradesh,Others,0
2015,September,9,Q3,Telangana,2-Wheelers,12
2015,September,9,Q3,Telangana,3-Wheelers,14
2015,September,9,Q3,Telangana,4-Wheelers,1
2015,September,9,Q3,Telangana,Bus,0
2015,September,9,Q3,Telangana,Others,0
2015,September,9,Q3,Uttar Pradesh,2-Wheelers,53
2015,September,9,Q3,Uttar Pradesh,3-Wheelers,57
2015,September,9,Q3,Uttar Pradesh,4-Wheelers,4
2015,September,9,Q3,Uttar Pradesh,Bus,0
2015,September,9,Q3,Uttar Pradesh,Others,0
2015,September,9,Q3,Maharashtra,2-Wheelers,45
2015,September,9,Q3,Maharashtra,3-Wheelers,46
2015,September,9,Q3,Maharashtra,4-Wheelers,3
2015,September,9,Q3,Maharashtra,Bus,0
2015,September,9,Q3,Maharashtra,Others,0
2015,September,9,Q3,Karnataka,2-Wheelers,33
2015,September,9,Q3,Karnataka,3-Wheelers,43
2015,September,9,Q3,Karnataka,4-Wheelers,3
2015,September,9,Q3,Karnataka,Bus,0
2015,September,9,Q3,Karnataka,Others,0
2015,September,9,Q3,Tamil Nadu,2-Wheelers,33
2015,September,9,Q3,Tamil Nadu,3-Wheelers,36
2015,September,9,Q3,Tamil Nadu,4-Wheelers,2
2015,September,9,Q3,Tamil Nadu,Bus,0
2015,September,9,Q3,Tamil Nadu,Others,0
2015,September,9,Q3,Rajasthan,2-Wheelers,22
2015,September,9,Q3,Rajasthan,3-Wheelers,26
2015,September,9,Q3,Rajasthan,4-Wheelers,2
2015,September,9,Q3,Rajasthan,Bus,0
2015,September,9,Q3,Rajasthan,Others,0
2015,September,9,Q3,Gujarat,2-Wheelers,24
2015,September,9,Q3,Gujarat,3-Wheelers,26
2015,September,9,Q3,Gujarat,4-Wheelers,2
2015,September,9,Q3,Gujarat,Bus,0
2015,September,9,Q3,Gujarat,Others,0
2015,September,9,Q3,Delhi,2-Wheelers,19
2015,September,9,Q3,Delhi,3-Wheelers,21
2015,September,9,Q3,Delhi,4-Wheelers,1
2015,September,9,Q3,Delhi,Bus,0
2015,September,9,Q3,Delhi,Others,0
2015,September,9,Q3,Bihar,2-Wheelers,15
2015,September,9,Q3,Bihar,3-Wheelers,18
2015,September,9,Q3,Bihar,4-Wheelers,1
2015,September,9,Q3,Bihar,Bus,0
2015,September,9,Q3,Bihar,Others,0
2015,September,9,Q3,Assam,2-Wheelers,12
2015,September,9,Q3,Assam,3-Wheelers,13
2015,September,9,Q3,Assam,4-Wheelers,1
2015,September,9,Q3,Assam,Bus,0
2015,September,9,Q3,Assam,Others,0
2015,September,9,Q3,Kerala,2-Wheelers,13
2015,September,9,Q3,Kerala,3-Wheelers,13
2015,September,9,Q3,Kerala,4-Wheelers,1
2015,September,9,Q3,Kerala,Bus,0
2015,September,9,Q3,Kerala,Others,0
2015,September,9,Q3,West Bengal,2-Wheelers,9
2015,September,9,Q3,West Bengal,3-Wheelers,10
2015,September,9,Q3,West Bengal,4-Wheelers,0
2015,September,9,Q3,West Bengal,Bus,0
2015,September,9,Q3,West Bengal,Others,0
2015,September,9,Q3,Madhya Pradesh,2-Wheelers,6
2015,September,9,Q3,Madhya Pradesh,3-Wheelers,6
2015,September,9,Q3,Madhya Pradesh,4-Wheelers,0
2015,September,9,Q3,Madhya Pradesh,Bus,0
2015,September,9,Q3,Madhya Pradesh,Others,0
2015,September,9,Q3,Punjab,2-Wheelers,2
2015,September,9,Q3,Punjab,3-Wheelers,3
2015,September,9,Q3,Punjab,4-Wheelers,0
2015,September,9,Q3,Punjab,Bus,0
2015,September,9,Q3,Punjab,Others,0
2015,October,10,Q4,Andhra Pradesh,2-Wheelers,17
2015,October,10,Q4,Andhra Pradesh,3-Wheelers,20
2015,October,10,Q4,Andhra Pradesh,4-Wheelers,1
2015,October,10,Q4,Andhra Pradesh,Bus,0
2015,October,10,Q4,Andhra Pradesh,Others,0
2015,October,10,Q4,Telangana,2-Wheelers,12
2015,October,10,Q4,Telangana,3-Wheelers,14
2015,October,10,Q4,Telangana,4-Wheelers,1
2015,October,10,Q4,Telangana,Bus,0
2015,October,10,Q4,Telangana,Others,0
2015,October,10,Q4,Uttar Pradesh,2-Wheelers,53
2015,October,10,Q4,Uttar Pradesh,3-Wheelers,68
2015,October,10,Q4,Uttar Pradesh,4-Wheelers,5
2015,October,10,Q4,Uttar Pradesh,Bus,0
2015,October,10,Q4,Uttar Pradesh,Others,0
2015,October,10,Q4,Maharashtra,2-Wheelers,52
2015,October,10,Q4,Maharashtra,3-Wheelers,57
2015,October,10,Q4,Maharashtra,4-Wheelers,4
2015,October,10,Q4,Maharashtra,Bus,0
2015,October,10,Q4,Maharashtra,Others,0
2015,October,10,Q4,Karnataka,2-Wheelers,43
2015,October,10,Q4,Karnataka,3-Wheelers,48
2015,October,10,Q4,Karnataka,4-Wheelers,3
2015,October,10,Q4,Karnataka,Bus,0
2015,October,10,Q4,Karnataka,Others,0
2015,October,10,Q4,Tamil Nadu,2-Wheelers,35
2015,October,10,Q4,Tamil Nadu,3-Wheelers,38
2015,October,10,Q4,Tamil Nadu,4-Wheelers,3
2015,October,10,Q4,Tamil Nadu,Bus,0
2015,October,10,Q4,Tamil Nadu,Others,0
2015,October,10,Q4,Rajasthan,2-Wheelers,28
2015,October,10,Q4,Rajasthan,3-Wheelers,31
2015,October,10,Q4,Rajasthan,4-Wheelers,2
2015,October,10,Q4,Rajasthan,Bus,0
2015,October,10,Q4,Rajasthan,Others,0
2015,October,10,Q4,Gujarat,2-Wheelers,29
2015,October,10,Q4,Gujarat,3-Wheelers,29
2015,October,10,Q4,Gujarat,4-Wheelers,2
2015,October,10,Q4,Gujarat,Bus,0
2015,October,10,Q4,Gujarat,Others,0
2015,October,10,Q4,Delhi,2-Wheelers,26
2015,October,10,Q4,Delhi,3-Wheelers,27
2015,October,10,Q4,Delhi,4-Wheelers,2
2015,October,10,Q4,Delhi,Bus,0
2015,October,10,Q4,Delhi,Others,0
2015,October,10,Q4,Bihar,2-Wheelers,16
2015,October,10,Q4,Bihar,3-Wheelers,18
2015,October,10,Q4,Bihar,4-Wheelers,1
2015,October,10,Q4,Bihar,Bus,0
2015,October,10,Q4,Bihar,Others,0
2015,October,10,Q4,Assam,2-Wheelers,15
2015,October,10,Q4,Assam,3-Wheelers,15
2015,October,10,Q4,Assam,4-Wheelers,1
2015,October,10,Q4,Assam,Bus,0
2015,October,10,Q4,Assam,Others,0
2015,October,10,Q4,Kerala,2-Wheelers,12
2015,October,10,Q4,Kerala,3-Wheelers,15
2015,October,10,Q4,Kerala,4-Wheelers,1
2015,October,10,Q4,Kerala,Bus,0
2015,October,10,Q4,Kerala,Others,0
2015,October,10,Q4,West Bengal,2-Wheelers,11
2015,October,10,Q4,West Bengal,3-Wheelers,12
2015,October,10,Q4,West Bengal,4-Wheelers,0
2015,October,10,Q4,West Bengal,Bus,0
2015,October,10,Q4,West Bengal,Others,0
2015,October,10,Q4,Madhya Pradesh,2-Wheelers,7
2015,October,10,Q4,Madhya Pradesh,3-Wheelers,6
2015,October,10,Q4,Madhya Pradesh,4-Wheelers,0
2015,October,10,Q4,Madhya Pradesh,Bus,0
2015,October,10,Q4,Madhya Pradesh,Others,0
2015,October,10,Q4,Punjab,2-Wheelers,3
2015,October,10,Q4,Punjab,3-Wheelers,3
2015,October,10,Q4,Punjab,4-Wheelers,0
2015,October,10,Q4,Punjab,Bus,0
2015,October,10,Q4,Punjab,Others,0
2015,November,11,Q4,Andhra Pradesh,2-Wheelers,16
2015,November,11,Q4,Andhra Pradesh,3-Wheelers,19
2015,November,11,Q4,Andhra Pradesh,4-Wheelers,1
2015,November,11,Q4,Andhra Pradesh,Bus,0
2015,November,11,Q4,Andhra Pradesh,Others,0
2015,November,11,Q4,Telangana,2-Wheelers,14
2015,November,11,Q4,Telangana,3-Wheelers,15
2015,November,11,Q4,Telangana,4-Wheelers,1
2015,November,11,Q4,Telangana,Bus,0
2015,November,11,Q4,Telangana,Others,0
2015,November,11,Q4,Uttar Pradesh,2-Wheelers,59
2015,November,11,Q4,Uttar Pradesh,3-Wheelers,73
2015,November,11,Q4,Uttar Pradesh,4-Wheelers,5
2015,November,11,Q4,Uttar Pradesh,Bus,0
2015,November,11,Q4,Uttar Pradesh,Others,0
2015,November,11,Q4,Maharashtra,2-Wheelers,47
2015,November,11,Q4,Maharashtra,3-Wheelers,53
2015,November,11,Q4,Maharashtra,4-Wheelers,5
2015,November,11,Q4,Maharashtra,Bus,0
2015,November,11,Q4,Maharashtra,Others,0
2015,November,11,Q4,Karnataka,2-Wheelers,47
2015,November,11,Q4,Karnataka,3-Wheelers,44
2015,November,11,Q4,Karnataka,4-Wheelers,3
2015,November,11,Q4,Karnataka,Bus,0
2015,November,11,Q4,Karnataka,Others,0
2015,November,11,Q4,Tamil Nadu,2-Wheelers,40
2015,November,11,Q4,Tamil Nadu,3-Wheelers,43
2015,November,11,Q4,Tamil Nadu,4-Wheelers,3
2015,November,11,Q4,Tamil Nadu,Bus,0
2015,November,11,Q4,Tamil Nadu,Others,0
2015,November,11,Q4,Rajasthan,2-Wheelers,32
2015,November,11,Q4,Rajasthan,3-Wheelers,30
2015,November,11,Q4,Rajasthan,4-Wheelers,2
2015,November,11,Q4,Rajasthan,Bus,0
2015,November,11,Q4,Rajasthan,Others,0
2015,November,11,Q4,Gujarat,2-Wheelers,31
2015,November,11,Q4,Gujarat,3-Wheelers,30
2015,November,11,Q4,Gujarat,4-Wheelers,2
2015,November,11,Q4,Gujarat,Bus,0
2015,November,11,Q4,Gujarat,Others,0
2015,November,11,Q4,Delhi,2-Wheelers,27
2015,November,11,Q4,Delhi,3-Wheelers,28
2015,November,11,Q4,Delhi,4-Wheelers,2
2015,November,11,Q4,Delhi,Bus,0
2015,November,11,Q4,Delhi,Others,0
2015,November,11,Q4,Bihar,2-Wheelers,19
2015,November,11,Q4,Bihar,3-Wheelers,18
2015,November,11,Q4,Bihar,4-Wheelers,1
2015,November,11,Q4,Bihar,Bus,0
2015,November,11,Q4,Bihar,Others,0
2015,November,11,Q4,Assam,2-Wheelers,13
2015,November,11,Q4,Assam,3-Wheelers,15
2015,November,11,Q4,Assam,4-Wheelers,1
2015,November,11,Q4,Assam,Bus,0
2015,November,11,Q4,Assam,Others,0
2015,November,11,Q4,Kerala,2-Wheelers,13
2015,November,11,Q4,Kerala,3-Wheelers,16
2015,November,11,Q4,Kerala,4-Wheelers,1
2015,November,11,Q4,Kerala,Bus,0
2015,November,11,Q4,Kerala,Others,0
2015,November,11,Q4,West Bengal,2-Wheelers,10
2015,November,11,Q4,West Bengal,3-Wheelers,13
2015,November,11,Q4,West Bengal,4-Wheelers,0
2015,November,11,Q4,West Bengal,Bus,0
2015,November,11,Q4,West Bengal,Others,0
2015,November,11,Q4,Madhya Pradesh,2-Wheelers,8
2015,November,11,Q4,Madhya Pradesh,3-Wheelers,7
2015,November,11,Q4,Madhya Pradesh,4-Wheelers,0
2015,November,11,Q4,Madhya Pradesh,Bus,0
2015,November,11,Q4,Madhya Pradesh,Others,0
2015,November,11,Q4,Punjab,2-Wheelers,3
2015,November,11,Q4,Punjab,3-Wheelers,3
2015,November,11,Q4,Punjab,4-Wheelers,0
2015,November,11,Q4,Punjab,Bus,0
2015,November,11,Q4,Punjab,Others,0
2015,December,12,Q4,Andhra Pradesh,2-Wheelers,16
2015,December,12,Q4,Andhra Pradesh,3-Wheelers,20
2015,December,12,Q4,Andhra Pradesh,4-Wheelers,1
2015,December,12,Q4,Andhra Pradesh,Bus,0
2015,December,12,Q4,Andhra Pradesh,Others,0
2015,December,12,Q4,Telangana,2-Wheelers,14
2015,December,12,Q4,Telangana,3-Wheelers,14
2015,December,12,Q4,Telangana,4-Wheelers,1
2015,December,12,Q4,Telangana,Bus,0
2015,December,12,Q4,Telangana,Others,0
2015,December,12,Q4,Uttar Pradesh,2-Wheelers,61
2015,December,12,Q4,Uttar Pradesh,3-Wheelers,66
2015,December,12,Q4,Uttar Pradesh,4-Wheelers,5
2015,December,12,Q4,Uttar Pradesh,Bus,0
2015,December,12,Q4,Uttar Pradesh,Others,0
2015,December,12,Q4,Maharashtra,2-Wheelers,49
2015,December,12,Q4,Maharashtra,3-Wheelers,52
2015,December,12,Q4,Maharashtra,4-Wheelers,4
2015,December,12,Q4,Maharashtra,Bus,0
2015,December,12,Q4,Maharashtra,Others,0
2015,December,12,Q4,Karnataka,2-Wheelers,46
2015,December,12,Q4,Karnataka,3-Wheelers,50
2015,December,12,Q4,Karnataka,4-Wheelers,3
2015,December,12,Q4,Karnataka,Bus,0
2015,December,12,Q4,Karnataka,Others,0
2015,December,12,Q4,Tamil Nadu,2-Wheelers,37
2015,December,12,Q4,Tamil Nadu,3-Wheelers,37
2015,December,12,Q4,Tamil Nadu,4-Wheelers,3
2015,December,12,Q4,Tamil Nadu,Bus,0
2015,December,12,Q4,Tamil Nadu,Others,0
2015,December,12,Q4,Rajasthan,2-Wheelers,31
2015,December,12,Q4,Rajasthan,3-Wheelers,28
2015,December,12,Q4,Rajasthan,4-Wheelers,2
2015,December,12,Q4,Rajasthan,Bus,0
2015,December,12,Q4,Rajasthan,Others,0
2015,December,12,Q4,Gujarat,2-Wheelers,28
2015,December,12,Q4,Gujarat,3-Wheelers,30
2015,December,12,Q4,Gujarat,4-Wheelers,2
2015,December,12,Q4,Gujarat,Bus,0
2015,December,12,Q4,Gujarat,Others,0
2015,December,12,Q4,Delhi,2-Wheelers,26
2015,December,12,Q4,Delhi,3-Wheelers,30
2015,December,12,Q4,Delhi,4-Wheelers,2
2015,December,12,Q4,Delhi,Bus,0
